;Model##other##;Description##other##;Left Storage Tower##other##;Right Storage Tower##other##;Has Double Doors##other##
Left Upper Wardrobe & File File Pedestal, Right Upper Shelves & Lower Door, Double Doors;ZXSO108906DD1N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs,Up Shlvs & Low Dr-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door;1
Left Upper Wardrobe & File File Pedestal, Right Upper Shelves & File File Pedestal, Double Doors;ZXSO108906DD2N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs,Up Shlvs & FF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal;1
Left Upper Wardrobe & File File Pedestal, Right Upper Shelves & Box Box File Pedestal, Double Doors;ZXSO108906DD3N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs,Up Shlvs & BBF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal;1
Left Upper Wardrobe & File File Pedestal, Right Full Wardrobe, Double Doors;ZXSO108906DD4N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs,Full Wdrb-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Full Wardrobe;1
Left Upper Wardrobe & File File Pedestal, Right Upper Wardrobe & Lower Door, Double Doors;ZXSO108906DD5N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs,Up Wdrb & Low Dr-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door;1
Left Upper Wardrobe & File File Pedestal, Right Upper Wardrobe & File File Pedestal, Double Doors;ZXSO108906DD6N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs,Up Wdrb & FF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;1
Left Upper Wardrobe & File File Pedestal, Right Upper Wardrobe & Box Box File Pedestal, Double Doors;ZXSO108906DD7N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs,Up Wdrb & BBF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;1
Left Upper Wardrobe & File File Pedestal, Right Upper Shelves & Lower Door, File File;ZXSO108906FF1N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF,Up Shlvs & Low Dr-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door;0
Left Upper Wardrobe & File File Pedestal, Right Upper Shelves & File File Pedestal, File File;ZXSO108906FF2N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF,Up Shlvs & FF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal;0
Left Upper Wardrobe & File File Pedestal, Right Upper Shelves & Box Box File Pedestal, File File;ZXSO108906FF3N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF,Up Shlvs & BBF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal;0
Left Upper Wardrobe & File File Pedestal, Right Full Wardrobe, File File;ZXSO108906FF4N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF,Full Wdrb-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Full Wardrobe;0
Left Upper Wardrobe & File File Pedestal, Right Upper Wardrobe & Lower Door, File File;ZXSO108906FF5N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF,Up Wdrb & Low Dr-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door;0
Left Upper Wardrobe & File File Pedestal, Right Upper Wardrobe & File File Pedestal, File File;ZXSO108906FF6N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF,Up Wdrb & FF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;0
Left Upper Wardrobe & File File Pedestal, Right Upper Wardrobe & Box Box File Pedestal, File File;ZXSO108906FF7N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF,Up Wdrb & BBF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;0
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Shelves & Lower Door, Double Doors;ZXSO108907DD1N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Up Shlvs & Low Dr-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door;1
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Shelves & File File Pedestal, Double Doors;ZXSO108907DD2N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Up Shlvs & FF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal;1
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Shelves & Box Box File Pedestal, Double Doors;ZXSO108907DD3N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Up Shlvs & BBF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal;1
Left Upper Wardrobe & Box Box File Pedestal, Right Full Wardrobe, Double Doors;ZXSO108907DD4N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Full Wdrb-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Full Wardrobe;1
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Wardrobe & Lower Door, Double Doors;ZXSO108907DD5N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Up Wdrb & Low Dr-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door;1
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Wardrobe & File File Pedestal, Double Doors;ZXSO108907DD6N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Up Wdrb & FF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;1
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Wardrobe & Box Box File Pedestal, Double Doors;ZXSO108907DD7N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Up Wdrb & BBF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;1
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Shelves & Lower Door, File File;ZXSO108907FF1N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Shlvs & Low Dr-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door;0
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Shelves & File File Pedestal, File File;ZXSO108907FF2N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Shlvs & FF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal;0
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Shelves & Box Box File Pedestal, File File;ZXSO108907FF3N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Shlvs & BBF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal;0
Left Upper Wardrobe & Box Box File Pedestal, Right Full Wardrobe, File File;ZXSO108907FF4N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Full Wdrb-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Full Wardrobe;0
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Wardrobe & Lower Door, File File;ZXSO108907FF5N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Wdrb & Low Dr-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door;0
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Wardrobe & File File Pedestal, File File;ZXSO108907FF6N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Wdrb & FF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal;0
Left Upper Wardrobe & Box Box File Pedestal, Right Upper Wardrobe & Box Box File Pedestal, File File;ZXSO108907FF7N;"Stor Wall w/L Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Wdrb & BBF Ped-R Twr Stor,w/o Light";Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal;0
